horizon_minutes,decision_time,direction,face_amount,matched_entry_dv01,futures_net,cash_net,funding_cost,dirty_price_change_cad,position_cashflows_cad,status
60,2025-02-19 14:05:00+00:00,1,102239.69590217524,81.82294342473995,45.99999999998806,57.10558148604866,0.010893766363757298,63.161269170455924,0.0,price_touch_ledger_not_verified_fills
60,2025-02-19 15:35:00+00:00,-1,102204.72489994868,81.98511543456277,515.9999999999869,524.9336013464093,0.010913249604118132,530.9886090940124,0.0,price_touch_ledger_not_verified_fills
60,2025-02-19 16:40:00+00:00,-1,102320.19236597048,81.58220996973142,176.00000000001194,178.43555784156308,0.010866807071811884,184.49282849595429,0.0,price_touch_ledger_not_verified_fills
60,2025-02-19 17:50:00+00:00,-1,102374.93089640362,81.39391021669695,-44.00000000001535,-38.161846640010324,0.010845253654479414,-32.103502768427774,0.0,price_touch_ledger_not_verified_fills
60,2025-02-19 18:55:00+00:00,-1,102391.78513442125,81.35531100374749,-54.00000000000625,-47.206696852568406,0.010841238069254425,-41.14801991181073,0.0,price_touch_ledger_not_verified_fills
60,2025-02-20 14:05:00+00:00,-1,102347.94480368904,81.4295453375351,-33.99999999999602,-28.452565649920324,0.010852093435196759,-22.394754660411344,0.0,price_touch_ledger_not_verified_fills
60,2025-02-20 15:25:00+00:00,-1,102328.30832326118,81.47466615816512,46.000000000016485,54.562966248551405,0.01085725324395758,60.620389668260586,0.0,price_touch_ledger_not_verified_fills
60,2025-02-20 17:05:00+00:00,-1,102420.03108213245,81.19251887207213,-23.999999999990905,-10.24472962135424,0.010825459086820564,-4.1855035406247705,0.0,price_touch_ledger_not_verified_fills
60,2025-02-20 18:10:00+00:00,-1,102419.831423088,81.19272938752431,466.000000000004,495.9803274163192,0.01082556371775286,502.0395496084987,0.0,price_touch_ledger_not_verified_fills
60,2025-02-20 19:25:00+00:00,-1,102538.09093768633,80.8100644929226,-74.00000000000227,-65.02160717400382,0.010781861140415197,-58.960063494109676,0.0,price_touch_ledger_not_verified_fills
60,2025-02-21 14:05:00+00:00,-1,102569.04135796688,80.65104135275192,85.99999999999432,101.8741635069812,0.010765908827844187,107.93631024296839,0.0,price_touch_ledger_not_verified_fills
60,2025-02-21 15:15:00+00:00,-1,102601.73160514137,80.56478842890158,-23.999999999990905,-10.407028250086096,0.010756572251731938,-4.344237045731537,0.0,price_touch_ledger_not_verified_fills
60,2025-02-21 16:20:00+00:00,-1,102621.66587310199,80.50837931101285,-74.00000000000227,-68.91970436951239,0.010750408693756762,-62.85652064335658,0.0,price_touch_ledger_not_verified_fills
60,2025-02-21 17:50:00+00:00,1,102584.12692625014,80.58763338198105,-4.000000000009095,2.0099569528043277,0.010759245534646881,8.072398736863978,0.0,price_touch_ledger_not_verified_fills
60,2025-02-21 18:55:00+00:00,-1,102568.87230953762,80.63561479769277,-43.999999999986926,-32.034643046360955,0.010764846629930616,-25.97250075354027,0.0,price_touch_ledger_not_verified_fills
60,2025-02-24 14:05:00+00:00,1,102551.67126336771,80.45708220740266,-34.00000000001023,-21.94257076611271,0.010752627737517844,-15.880784713107834,0.0,price_touch_ledger_not_verified_fills
60,2025-02-24 15:15:00+00:00,1,102553.12004923722,80.4394451894197,-14.0,-16.78786022383882,0.010750617247829377,-10.726047205606246,0.0,price_touch_ledger_not_verified_fills
60,2025-02-24 16:20:00+00:00,-1,102562.12005342744,80.45720248582455,145.9999999999966,155.73400429958423,0.010753420584712745,161.79600012123748,0.0,price_touch_ledger_not_verified_fills
60,2025-02-24 17:25:00+00:00,-1,102602.42980587832,80.30537104250612,35.99999999998295,36.411526608945074,0.010735880846071418,42.47431108590871,0.0,price_touch_ledger_not_verified_fills
60,2025-02-24 19:10:00+00:00,-1,102573.96878651436,80.37571086548922,-24.00000000000512,-17.31996313944274,0.01074402021878061,-11.257739743493673,0.0,price_touch_ledger_not_verified_fills
60,2025-02-25 14:05:00+00:00,-1,102659.0850981315,80.08089140304264,425.9999999999835,434.9385855489514,0.010713034187587157,441.00248028510157,0.0,price_touch_ledger_not_verified_fills
