decision_time,session_id,segment_id,valid,state_id,state_age_minutes,flow_available,flow_pressure,absorption,response_z5,vwap_available,recovery_active,recovery_failed_now,recovery_failures,reference_available,reference_residual_z,minutes_remaining,minutes_from_segment_open,state_0,state_1,state_2,state_3,state_4
2025-01-06 13:00:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,False,,,,False,0,0,0,False,,480.0,0.0,,,,,
2025-01-06 13:05:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.11355311355311355,,,False,0,0,0,False,,475.0,5.0,,,,,
2025-01-06 13:10:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.30659025787965616,,,False,0,0,0,False,,470.0,10.0,,,,,
2025-01-06 13:15:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.288135593220339,,,False,0,0,0,False,,465.0,15.0,,,,,
2025-01-06 13:20:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.5098591549295775,,,False,0,0,0,False,,460.0,20.0,,,,,
2025-01-06 13:25:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.323943661971831,,,False,0,0,0,False,,455.0,25.0,,,,,
2025-01-06 13:30:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.538860103626943,,,False,0,0,0,False,,450.0,30.0,,,,,
2025-01-06 13:35:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.4095238095238095,,,False,0,0,0,False,,445.0,35.0,,,,,
2025-01-06 13:40:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.46745562130177515,,,False,0,0,0,False,,440.0,40.0,,,,,
2025-01-06 13:45:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.6480446927374302,,,False,0,0,0,False,,435.0,45.0,,,,,
2025-01-06 13:50:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.40634005763688763,,,False,0,0,0,False,,430.0,50.0,,,,,
2025-01-06 13:55:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.2389937106918239,,,False,0,0,0,False,,425.0,55.0,,,,,
2025-01-06 14:00:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.44947735191637633,,,False,0,0,0,False,,420.0,60.0,,,,,
2025-01-06 14:05:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.3373134328358209,0.27343807568738987,-0.209937383948668,True,0,0,0,False,,415.0,65.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:10:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.39944903581267216,0.39944903581267216,1.4283647395595103,True,0,0,0,False,,410.0,70.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:15:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.0932475884244373,0.06302731139272551,-0.39169005016771724,True,0,0,0,False,,405.0,75.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:20:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,-0.3957703927492447,0.2677781274899533,-0.39067547167951855,True,0,0,0,False,,400.0,80.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:25:00+00:00,2025-01-06,2025-01-06:1,True,0,25,True,-0.6607142857142857,0.6607142857142857,0.0,True,0,0,0,False,,395.0,85.0,1.0,0.0,0.0,0.0,0.0
