run,horizon_minutes,strategy,session_id,decision_time,entry_time,exit_time,direction,midpoint_change_cad,spread_crossing_cad,touch_change_cad,additional_slippage_cad,fees_cad,net_benchmark_cad,status,stress_net_cad,delayed_exit_minutes
fast_decay-1729,60,model,2025-02-19,2025-02-19 14:15:00+00:00,2025-02-19 14:16:00+00:00,2025-02-19 15:15:00+00:00,1,-9.999999999990905,10.000000000005116,-19.99999999999602,10.0,4.0,-33.99999999999602,price_touch_benchmark_not_verified_fills,-63.99999999999602,0.0
fast_decay-1729,60,model,2025-02-19,2025-02-19 15:35:00+00:00,2025-02-19 15:36:00+00:00,2025-02-19 16:35:00+00:00,-1,294.9999999999875,15.000000000000568,279.9999999999869,10.0,4.0,265.9999999999869,price_touch_benchmark_not_verified_fills,235.99999999998693,0.0
fast_decay-1729,60,model,2025-02-19,2025-02-19 16:45:00+00:00,2025-02-19 16:46:00+00:00,2025-02-19 17:45:00+00:00,1,-139.99999999998636,20.000000000010232,-159.9999999999966,10.0,4.0,-173.9999999999966,price_touch_benchmark_not_verified_fills,-203.9999999999966,0.0
fast_decay-1729,60,model,2025-02-19,2025-02-19 18:25:00+00:00,2025-02-19 18:26:00+00:00,2025-02-19 19:25:00+00:00,-1,65.00000000002615,15.00000000001478,50.00000000001137,10.0,4.0,36.00000000001137,price_touch_benchmark_not_verified_fills,6.000000000011369,0.0
fast_decay-1729,60,model,2025-02-19,2025-02-19 19:50:00+00:00,2025-02-19 19:51:00+00:00,2025-02-19 20:50:00+00:00,-1,45.000000000015916,15.000000000000568,30.000000000015348,10.0,4.0,16.000000000015348,price_touch_benchmark_not_verified_fills,-13.999999999984652,0.0
fast_decay-1729,60,model,2025-02-20,2025-02-20 14:15:00+00:00,2025-02-20 14:16:00+00:00,2025-02-20 15:15:00+00:00,1,64.99999999999773,15.000000000000568,49.99999999999716,10.0,4.0,35.99999999999716,price_touch_benchmark_not_verified_fills,5.999999999997158,0.0
fast_decay-1729,60,model,2025-02-20,2025-02-20 15:35:00+00:00,2025-02-20 15:36:00+00:00,2025-02-20 16:35:00+00:00,1,-49.99999999998295,20.000000000010232,-69.99999999999318,10.0,4.0,-83.99999999999318,price_touch_benchmark_not_verified_fills,-113.99999999999318,0.0
fast_decay-1729,60,model,2025-02-20,2025-02-20 16:45:00+00:00,2025-02-20 16:46:00+00:00,2025-02-20 17:45:00+00:00,1,-134.9999999999909,15.000000000000568,-149.99999999999147,10.0,4.0,-163.99999999999147,price_touch_benchmark_not_verified_fills,-193.99999999999147,0.0
fast_decay-1729,60,model,2025-02-20,2025-02-20 18:00:00+00:00,2025-02-20 18:01:00+00:00,2025-02-20 19:00:00+00:00,-1,260.0000000000193,20.000000000010232,240.0000000000091,10.0,4.0,226.0000000000091,price_touch_benchmark_not_verified_fills,196.0000000000091,0.0
fast_decay-1729,60,model,2025-02-20,2025-02-20 19:10:00+00:00,2025-02-20 19:11:00+00:00,2025-02-20 20:10:00+00:00,1,55.00000000000682,15.000000000000568,40.00000000000625,10.0,4.0,26.000000000006253,price_touch_benchmark_not_verified_fills,-3.9999999999937472,0.0
fast_decay-1729,60,model,2025-02-21,2025-02-21 14:15:00+00:00,2025-02-21 14:16:00+00:00,2025-02-21 15:15:00+00:00,1,-110.00000000001364,10.000000000005116,-120.00000000001876,10.0,4.0,-134.00000000001876,price_touch_benchmark_not_verified_fills,-164.00000000001876,0.0
fast_decay-1729,60,model,2025-02-21,2025-02-21 15:25:00+00:00,2025-02-21 15:26:00+00:00,2025-02-21 16:25:00+00:00,1,14.999999999986358,14.999999999986358,0.0,10.0,4.0,-14.0,price_touch_benchmark_not_verified_fills,-44.0,0.0
fast_decay-1729,60,model,2025-02-21,2025-02-21 16:35:00+00:00,2025-02-21 16:36:00+00:00,2025-02-21 17:35:00+00:00,1,-30.000000000001137,10.000000000005116,-40.00000000000625,10.0,4.0,-54.00000000000625,price_touch_benchmark_not_verified_fills,-84.00000000000625,0.0
fast_decay-1729,60,model,2025-02-21,2025-02-21 18:30:00+00:00,2025-02-21 18:31:00+00:00,2025-02-21 19:30:00+00:00,-1,-94.99999999997044,15.00000000001478,-109.99999999998522,10.0,4.0,-123.99999999998522,price_touch_benchmark_not_verified_fills,-153.99999999998522,0.0
fast_decay-1729,60,model,2025-02-24,2025-02-24 14:25:00+00:00,2025-02-24 14:26:00+00:00,2025-02-24 15:25:00+00:00,1,30.000000000001137,10.000000000005116,19.99999999999602,10.0,4.0,5.999999999996021,price_touch_benchmark_not_verified_fills,-24.00000000000398,0.0
fast_decay-1729,60,model,2025-02-24,2025-02-24 15:30:00+00:00,2025-02-24 15:31:00+00:00,2025-02-24 16:30:00+00:00,-1,-185.00000000000227,15.000000000000568,-200.00000000000284,10.0,4.0,-214.00000000000284,price_touch_benchmark_not_verified_fills,-244.00000000000284,0.0
fast_decay-1729,60,model,2025-02-24,2025-02-24 16:40:00+00:00,2025-02-24 16:41:00+00:00,2025-02-24 17:40:00+00:00,1,-109.99999999998522,10.000000000019327,-120.00000000000455,10.0,4.0,-134.00000000000455,price_touch_benchmark_not_verified_fills,-164.00000000000455,0.0
fast_decay-1729,60,model,2025-02-25,2025-02-25 14:25:00+00:00,2025-02-25 14:26:00+00:00,2025-02-25 15:25:00+00:00,1,-59.99999999997385,10.000000000019327,-69.99999999999318,10.0,4.0,-83.99999999999318,price_touch_benchmark_not_verified_fills,-113.99999999999318,0.0
fast_decay-1729,60,model,2025-02-25,2025-02-25 15:30:00+00:00,2025-02-25 15:31:00+00:00,2025-02-25 16:30:00+00:00,1,99.99999999999432,9.999999999990905,90.00000000000341,10.0,4.0,76.00000000000341,price_touch_benchmark_not_verified_fills,46.00000000000341,0.0
fast_decay-1729,60,model,2025-02-25,2025-02-25 16:55:00+00:00,2025-02-25 16:56:00+00:00,2025-02-25 17:55:00+00:00,-1,49.99999999998295,9.999999999990905,39.99999999999204,10.0,4.0,25.999999999992042,price_touch_benchmark_not_verified_fills,-4.000000000007958,0.0
fast_decay-1729,60,model,2025-02-25,2025-02-25 18:00:00+00:00,2025-02-25 18:01:00+00:00,2025-02-25 19:00:00+00:00,-1,-0.0,10.000000000005116,-10.000000000005116,10.0,4.0,-24.000000000005116,price_touch_benchmark_not_verified_fills,-54.000000000005116,0.0
fast_decay-1729,60,model,2025-02-25,2025-02-25 19:25:00+00:00,2025-02-25 19:26:00+00:00,2025-02-25 20:25:00+00:00,1,-90.00000000000341,10.000000000005116,-100.00000000000853,10.0,4.0,-114.00000000000853,price_touch_benchmark_not_verified_fills,-144.00000000000853,0.0
fast_decay-1729,60,model,2025-02-26,2025-02-26 14:45:00+00:00,2025-02-26 14:46:00+00:00,2025-02-26 15:45:00+00:00,1,69.99999999999318,9.999999999990905,60.000000000002274,10.0,4.0,46.000000000002274,price_touch_benchmark_not_verified_fills,16.000000000002274,0.0
fast_decay-1729,60,model,2025-02-26,2025-02-26 16:00:00+00:00,2025-02-26 16:01:00+00:00,2025-02-26 17:00:00+00:00,1,110.00000000001364,10.000000000019327,99.99999999999432,10.0,4.0,85.99999999999432,price_touch_benchmark_not_verified_fills,55.999999999994316,0.0
fast_decay-1729,60,model,2025-02-26,2025-02-26 17:15:00+00:00,2025-02-26 17:16:00+00:00,2025-02-26 18:15:00+00:00,-1,60.000000000002274,10.000000000005116,49.99999999999716,10.0,4.0,35.99999999999716,price_touch_benchmark_not_verified_fills,5.999999999997158,0.0
fast_decay-1729,60,model,2025-02-26,2025-02-26 18:35:00+00:00,2025-02-26 18:36:00+00:00,2025-02-26 19:35:00+00:00,1,30.000000000001137,10.000000000005116,19.99999999999602,10.0,4.0,5.999999999996021,price_touch_benchmark_not_verified_fills,-24.00000000000398,0.0
