run,horizon_minutes,strategy,session_id,decision_time,entry_time,exit_time,direction,midpoint_change_cad,spread_crossing_cad,touch_change_cad,additional_slippage_cad,fees_cad,net_benchmark_cad,status,stress_net_cad,delayed_exit_minutes
cgb_only-1729,60,model,2025-02-19,2025-02-19 15:35:00+00:00,2025-02-19 15:36:00+00:00,2025-02-19 16:35:00+00:00,-1,544.9999999999875,15.000000000000568,529.9999999999869,10.0,4.0,515.9999999999869,price_touch_benchmark_not_verified_fills,485.9999999999869,0.0
cgb_only-1729,60,model,2025-02-19,2025-02-19 16:40:00+00:00,2025-02-19 16:41:00+00:00,2025-02-19 17:40:00+00:00,-1,205.0000000000125,15.000000000000568,190.00000000001194,10.0,4.0,176.00000000001194,price_touch_benchmark_not_verified_fills,146.00000000001194,0.0
cgb_only-1729,60,model,2025-02-19,2025-02-19 17:45:00+00:00,2025-02-19 17:46:00+00:00,2025-02-19 18:45:00+00:00,-1,-15.00000000001478,15.000000000000568,-30.000000000015348,10.0,4.0,-44.00000000001535,price_touch_benchmark_not_verified_fills,-74.00000000001535,0.0
cgb_only-1729,60,model,2025-02-19,2025-02-19 18:55:00+00:00,2025-02-19 18:56:00+00:00,2025-02-19 19:55:00+00:00,-1,-30.000000000001137,10.000000000005116,-40.00000000000625,10.0,4.0,-54.00000000000625,price_touch_benchmark_not_verified_fills,-84.00000000000625,0.0
cgb_only-1729,60,model,2025-02-20,2025-02-20 18:25:00+00:00,2025-02-20 18:26:00+00:00,2025-02-20 19:25:00+00:00,-1,275.0000000000057,15.00000000001478,259.9999999999909,10.0,4.0,245.9999999999909,price_touch_benchmark_not_verified_fills,215.9999999999909,0.0
cgb_only-1729,60,model,2025-02-24,2025-02-24 15:30:00+00:00,2025-02-24 15:31:00+00:00,2025-02-24 16:30:00+00:00,-1,294.9999999999875,15.000000000000568,279.9999999999869,10.0,4.0,265.9999999999869,price_touch_benchmark_not_verified_fills,235.99999999998693,0.0
cgb_only-1729,60,model,2025-02-24,2025-02-24 17:15:00+00:00,2025-02-24 17:16:00+00:00,2025-02-24 18:15:00+00:00,-1,99.99999999999432,10.000000000005116,89.9999999999892,10.0,4.0,75.9999999999892,price_touch_benchmark_not_verified_fills,45.9999999999892,0.0
cgb_only-1729,60,model,2025-02-25,2025-02-25 14:05:00+00:00,2025-02-25 14:06:00+00:00,2025-02-25 15:05:00+00:00,-1,449.99999999998863,10.000000000005116,439.9999999999835,10.0,4.0,425.9999999999835,price_touch_benchmark_not_verified_fills,395.9999999999835,0.0
cgb_only-1729,60,model,2025-02-25,2025-02-25 15:10:00+00:00,2025-02-25 15:11:00+00:00,2025-02-25 16:10:00+00:00,-1,-39.99999999999204,10.000000000019327,-50.00000000001137,10.0,4.0,-64.00000000001137,price_touch_benchmark_not_verified_fills,-94.00000000001137,0.0
cgb_only-1729,60,model,2025-02-25,2025-02-25 18:50:00+00:00,2025-02-25 18:51:00+00:00,2025-02-25 19:50:00+00:00,-1,49.99999999998295,9.999999999990905,39.99999999999204,10.0,4.0,25.999999999992042,price_touch_benchmark_not_verified_fills,-4.000000000007958,0.0
cgb_only-1729,60,model,2025-02-25,2025-02-25 19:55:00+00:00,2025-02-25 19:56:00+00:00,2025-02-25 20:55:00+00:00,-1,-10.000000000019327,9.999999999990905,-20.000000000010232,10.0,4.0,-34.00000000001023,price_touch_benchmark_not_verified_fills,-64.00000000001023,0.0
cgb_only-1729,60,model,2025-02-26,2025-02-26 14:40:00+00:00,2025-02-26 14:41:00+00:00,2025-02-26 15:40:00+00:00,-1,-99.99999999999432,10.000000000005116,-109.99999999999943,10.0,4.0,-123.99999999999943,price_touch_benchmark_not_verified_fills,-153.99999999999943,0.0
cgb_only-1729,60,model,2025-02-26,2025-02-26 15:45:00+00:00,2025-02-26 15:46:00+00:00,2025-02-26 16:45:00+00:00,-1,289.99999999999204,10.000000000005116,279.9999999999869,10.0,4.0,265.9999999999869,price_touch_benchmark_not_verified_fills,235.99999999998693,0.0
cgb_only-1729,60,model,2025-02-27,2025-02-27 16:00:00+00:00,2025-02-27 16:01:00+00:00,2025-02-27 17:00:00+00:00,1,284.9999999999966,15.000000000000568,269.999999999996,10.0,4.0,255.99999999999602,price_touch_benchmark_not_verified_fills,225.99999999999602,0.0
cgb_only-1729,60,model,2025-02-28,2025-02-28 15:45:00+00:00,2025-02-28 15:46:00+00:00,2025-02-28 16:45:00+00:00,1,420.0000000000159,10.000000000019327,409.9999999999966,10.0,4.0,395.9999999999966,price_touch_benchmark_not_verified_fills,365.9999999999966,0.0
